"Ad name","Ad delivery",Results,"Result indicator","Cost per results","Amount spent (USD)","CPM (cost per 1,000 impressions) (USD)",Frequency,Reach,Impressions,"Clicks (all)","Cost per outbound click (USD)","Outbound CTR (click-through rate)","Outbound clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Link clicks","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)","Reporting starts","Reporting ends","Ad set budget","Ad set budget type","Campaign ID","Ad ID","Ad set name","Ad set ID","Campaign name","Results (initial)","Results (initial) indicator"
"soulmate-static-birth-9x16 (1) - 1",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,33.8325,135.33,49.571429,1.030189,2650,2730,120,1.3533,3.663004,100,1.3533,3.663004,100,4.395604,1.12775,131,1.033053,2026-04-17,2026-04-17,"Using campaign budget",0,120239462815870284,120239462815830284,Soulmate-abo-static-date_of_birth-1,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
"soulmate-static-birth-9x16 mix - 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359668910284,120240359668950284,Soulmate-abo-static-date_of_birth-10,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496910284,120240956496930284,Soulmate-v2-abo-static-date_of_birth-1,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate_blur_static_9x16 (5)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241113584680284,120241113584770284,Soulmate-v2-abo-static-blur-1,120241113584710284,Soulmate-v2-abo-static-blur-1,,
"Starseed_ES_static_9x16 (8)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241042103500284,120241042103510284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"Starseed_ES_static_9x16 (7)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241042103500284,120241042103540284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,15.6275,62.51,49.532488,1,1262,1262,68,1.059492,4.675119,59,1.059492,4.675119,59,5.388273,0.919265,138,0.452971,2026-04-17,2026-04-17,"Using campaign budget",0,120239462815870284,120239462815820284,Soulmate-abo-static-date_of_birth-1,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
"soulmate-static-birth-9x16 mix - 5",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240353549380284,120240359306630284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
"soulmate-static-birth-9x16 (13)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496950284,120240956496920284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate_blur_static_9x16 (3)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241113584680284,120241113584740284,Soulmate-v2-abo-static-blur-1,120241113584710284,Soulmate-v2-abo-static-blur-1,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496950284,120240956497070284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
"Starseed_ES_static_9x16 (1)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241042103500284,120241042103530284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"soulmate-date-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239305542660284,120239305542670284,Soulmate-abo-video-date_of_birth-1,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
"soulmate-static-birth-9x16 mix - 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240353549380284,120240359306610284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
"soulmate-static-birth-9x16 (13)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496910284,120240956496900284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate_blur_static_9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241113584680284,120241113584690284,Soulmate-v2-abo-static-blur-1,120241113584710284,Soulmate-v2-abo-static-blur-1,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496910284,120240956497050284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
"Starseed_ES_static_9x16 (10)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241042103500284,120241042103520284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"soulmate-date-birth-9x16 (5)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239305542660284,120239305542650284,Soulmate-abo-video-date_of_birth-1,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) – 5",not_delivering,,,,22.08,57.054264,1.007813,384,387,21,1.051429,5.426357,21,1.051429,5.426357,21,5.426357,1.051429,20,1.104,2026-04-17,2026-04-17,"Using campaign budget",0,120240170192160284,120240170225250284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240841338740284,120240841344530284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (8)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241042515200284,120241042515230284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496950284,120240956497040284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
"Starseed_ES_static_9x16 (2)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241042103500284,120241042103480284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"soulmate-date-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239305542660284,120239305542640284,Soulmate-abo-video-date_of_birth-1,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) – 4",inactive,1,actions:offsite_conversion.fb_pixel_purchase,45.43,45.43,68.315789,1.058917,628,665,39,1.13575,6.015038,40,1.13575,6.015038,40,5.864662,1.164872,39,1.164872,2026-04-17,2026-04-17,"Using campaign budget",0,120240170192160284,120240170192180284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240841338740284,120240841344510284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (7)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241042515200284,120241042515220284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496910284,120240956497000284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496950284,120240956497020284,Soulmate-v2-abo-static-date_of_birth-1,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate-date-birth-9x16 (18)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239305542660284,120239305542630284,Soulmate-abo-video-date_of_birth-1,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) - 1",inactive,,,,44.52,66.846847,1.03577,643,666,32,1.349091,4.954955,33,1.349091,4.954955,33,4.804805,1.39125,58,0.767586,2026-04-17,2026-04-17,"Using campaign budget",0,120240170192160284,120240170192170284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240841338740284,120240841344500284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (2)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241042515200284,120241042515190284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496910284,120240956496940284,Soulmate-v2-abo-static-date_of_birth-1,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate-static-birth-9x16 (1) – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239989810150284,120239989810160284,Soulmate-abo-static-date_of_birth-1,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"soulmate-static-birth-9x16 (1) – 3",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239286855920284,120239287016610284,Soulmate-abo-static-date_of_birth-1,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
"soulmate-static-birth-9x16 (1) – 2",inactive,4,actions:offsite_conversion.fb_pixel_purchase,35.945,143.78,55.945525,1.018225,2524,2570,115,1.343738,4.163424,107,1.343738,4.163424,107,4.474708,1.250261,110,1.307091,2026-04-17,2026-04-17,"Using campaign budget",0,120240170192160284,120240170192150284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240841338740284,120240841338790284,Soulmate-v2-abo-static-date_of_birth-1,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (7)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241041219770284,120241041806630284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240841338740284,120240841344520284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"soulmate-static-birth-9x16 (1) – 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239452835860284,120239452835890284,Soulmate-abo-static-date_of_birth-1,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239286855920284,120239287016600284,Soulmate-abo-static-date_of_birth-1,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239989810150284,120239989810190284,Soulmate-abo-static-date_of_birth-1,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"soulmate-static-birth-9x16 (8)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240841338740284,120240841338770284,Soulmate-v2-abo-static-date_of_birth-1,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (10)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241041219770284,120241041806620284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240841338740284,120240841338760284,Soulmate-v2-abo-static-date_of_birth-1,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
"soulmate-static-birth-9x16 (1) – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239452835860284,120239452835880284,Soulmate-abo-static-date_of_birth-1,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
"soulmate-static-birth-9x16 (1) – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239286855920284,120239287016590284,Soulmate-abo-static-date_of_birth-1,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
"soulmate-static-birth-9x16 (1) – 3",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239968509520284,120239968509660284,Soulmate-abo-static-date_of_birth-1,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 (4)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240841338740284,120240841338750284,Soulmate-v2-abo-static-date_of_birth-1,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (1)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241041219770284,120241041806600284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"soulmate-static-birth-9x16 mix - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359756640284,120240359756610284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238347016050284,120238347016020284,Soulmate-abo-static-date_of_birth-1,120238347015990284,Soulmate-abo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239286855920284,120239286855950284,Soulmate-abo-static-date_of_birth-1,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
"soulmate-static-birth-9x16 (1) - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239968509520284,120239968509530284,Soulmate-abo-static-date_of_birth-1,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240639307440284,120240639307450284,Soulmate-v2-abo-static-date_of_birth-1,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Starseed_ES_static_9x16 (8)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241041219770284,120241041806570284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"soulmate-static-birth-9x16 (1) – 3",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240170192160284,120240170192190284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
Pastlife-sins-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238232931510284,120238233933390284,Pastlife-sins-3,120238233933360284,Pastlife-static-1-4-1,,
"Soulmate-static-heart-1x1 (1)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,40,Daily,120239232921650284,120239233102680284,Soulmate-abo-static-heart-1x1-1,120239233102600284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (1) – 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239968509520284,120239968509510284,Soulmate-abo-static-date_of_birth-1,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240639307440284,120240639307430284,Soulmate-v2-abo-static-date_of_birth-1,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Starseed_ES_static_9x16 (2)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120241041219770284,120241041219760284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"Post: ""Your ex could come back sooner than you think… 😳💔""",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,2,Daily,120239990229510284,120239990232820284,"Post: ""Your ex could come back sooner than you think… 😳💔""",120239990230080284,"Post: ""Your ex could come back sooner than you think… 😳💔""",,
"Soulmate-static-heart-1x1 (2)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,40,Daily,120239232921650284,120239233102670284,Soulmate-abo-static-heart-1x1-2,120239233102610284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239968509520284,120239968509500284,Soulmate-abo-static-date_of_birth-1,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240639307440284,120240639307420284,Soulmate-v2-abo-static-date_of_birth-1,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496950284,120240956497300284,Soulmate-v2-abo-static-date_of_birth-1,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate-static-birth-9x16 (1) – 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239989810150284,120239989810220284,Soulmate-abo-static-date_of_birth-1,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-static-heart-1x1 (3)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,40,Daily,120239232921650284,120239233102660284,Soulmate-abo-static-heart-1x1-3,120239233102620284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (5) – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239530590420284,120239530590430284,Soulmate-abo-static-date_of_birth-1,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240639307440284,120240639307410284,Soulmate-v2-abo-static-date_of_birth-1,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (4)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496910284,120240956497030284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate-static-birth-9x16 (1) - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239989810150284,120239989810180284,Soulmate-abo-static-date_of_birth-1,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-static-heart-1x1 (4)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,40,Daily,120239232921650284,120239233102650284,Soulmate-abo-static-heart-1x1-4,120239233102630284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (1v2) – 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239530590420284,120239530590400284,Soulmate-abo-static-date_of_birth-1,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240588892110284,120240588892150284,Soulmate-v2-abo-static-date_of_birth-1,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496950284,120240956497010284,Soulmate-v2-abo-static-date_of_birth-1,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate-static-birth-9x16 (1) - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239530590420284,120239530590410284,Soulmate-abo-static-date_of_birth-1,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
"Soulmate-static-heart-1x1 (5)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,40,Daily,120239232921650284,120239233102590284,Soulmate-abo-static-heart-1x1-5,120239233102640284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (13) – 4",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239530590420284,120239530590390284,Soulmate-abo-static-date_of_birth-1,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240588892110284,120240588892140284,Soulmate-v2-abo-static-date_of_birth-1,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496950284,120240956496990284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239452835860284,120239452835900284,Soulmate-abo-static-date_of_birth-1,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
"Soulmate-static-heart-1x1 (6)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,40,Daily,120239232921650284,120239232921670284,Soulmate-abo-static-heart-1x1-6,120239232921680284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (13) – 4",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,38.84571429,271.92,36.328657,1.08384,6906,7485,273,1.119012,3.246493,243,1.119012,3.246493,243,3.647295,0.996044,270,1.007111,2026-04-17,2026-04-17,"Using campaign budget",0,120239465472520284,120239465472560284,Soulmate-abo-static-date_of_birth-1,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240588892110284,120240588892130284,Soulmate-v2-abo-static-date_of_birth-1,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (8)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496910284,120240956496980284,Soulmate-v2-abo-static-date_of_birth-1,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate-static-birth-9x16 (1) - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239452835860284,120239452835870284,Soulmate-abo-static-date_of_birth-1,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
"soulmate-date-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239164453290284,120239164453340284,Soulmate-abo-video-date_of_birth-1,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
